tenure,MonthlyCharges,TotalCharges,SeniorCitizen,num_services,charges_per_service,has_family,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,risk_score,intervention
3,25.0,78.25,0,0,25.0,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6840339,Contract Upgrade
1,90.85,90.85,0,2,30.28333333333333,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.96654755,Contract Upgrade
1,50.5,50.5,0,1,25.25,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.8701472,Contract Upgrade
7,74.9,490.55,0,1,37.45,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.7876325,Contract Upgrade
2,70.95,137.95,0,0,70.95,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7276283,Contract Upgrade
6,50.35,314.55,0,0,50.35,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5819175,Contract Upgrade
29,45.9,1332.4,0,2,15.299999999999999,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.6820651,Contract Upgrade
32,85.65,2664.3,0,1,42.825,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.6648888,Contract Upgrade
2,84.05,186.05,1,1,42.025,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.940641,Contract Upgrade
1,44.15,44.15,0,0,44.15,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.71539044,Contract Upgrade
47,98.75,4533.7,0,4,19.75,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.6233791,Contract Upgrade
3,70.15,194.2,0,0,70.15,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.80691665,Contract Upgrade
6,94.05,518.75,0,3,23.5125,1,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0.960284,Contract Upgrade
1,45.1,45.1,1,0,45.1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.87517065,Contract Upgrade
32,98.85,3145.9,0,3,24.7125,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.70409626,Contract Upgrade
4,77.85,299.2,0,1,38.925,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.8200185,Contract Upgrade
1,70.0,70.0,0,0,70.0,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9001705,Contract Upgrade
21,86.5,1808.7,0,1,43.25,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.69915086,Contract Upgrade
38,102.6,4009.2,1,4,20.52,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.69883716,Contract Upgrade
30,99.7,2967.35,1,3,24.925,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.711921,Contract Upgrade
1,45.95,45.95,0,0,45.95,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7607534,Contract Upgrade
1,19.95,19.95,0,0,19.95,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.76246506,Contract Upgrade
35,83.15,2848.45,0,1,41.575,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.76626307,Contract Upgrade
21,68.65,1493.2,0,0,68.65,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6425923,Contract Upgrade
1,79.35,79.35,0,1,39.675,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9601264,Contract Upgrade
2,74.9,136.05,0,0,74.9,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9317906,Contract Upgrade
2,94.2,193.8,0,2,31.400000000000002,1,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0.9611484,Contract Upgrade
2,67.75,116.65,0,0,67.75,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.77901775,Contract Upgrade
27,95.55,2510.2,1,3,23.8875,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.6559253,Contract Upgrade
53,101.9,5549.4,1,3,25.475,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.81140536,Contract Upgrade
1,85.0,85.0,0,2,28.333333333333332,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.93952805,Contract Upgrade
3,75.05,256.25,1,0,75.05,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.8885007,Contract Upgrade
5,70.05,302.6,1,0,70.05,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6941663,Contract Upgrade
8,75.75,606.25,1,0,75.75,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.51104593,Contract Upgrade
2,74.7,165.4,1,1,37.35,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.77948225,Contract Upgrade
17,85.35,1463.45,1,2,28.45,1,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.7051862,Contract Upgrade
3,25.3,77.75,1,0,25.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.82190645,Contract Upgrade
7,74.85,485.25,1,0,74.85,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.87027395,Contract Upgrade
4,72.75,317.75,1,1,36.375,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.570307,Contract Upgrade
24,29.1,688.0,0,1,14.55,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.7246056,Contract Upgrade
1,50.45,50.45,0,1,25.225,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.8324958,Contract Upgrade
1,44.65,44.65,0,3,11.1625,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,0.6586723,Contract Upgrade
48,108.1,5067.45,0,4,21.619999999999997,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0.7335524,Fiber Bundle Discount
4,79.0,303.15,0,1,39.5,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.87605137,Contract Upgrade
41,106.5,4282.4,0,5,17.75,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,0.66219133,Contract Upgrade
12,79.95,1043.4,0,1,39.975,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.84397894,Contract Upgrade
7,94.1,701.3,0,2,31.366666666666664,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.9570992,Contract Upgrade
1,20.2,20.2,0,0,20.2,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.70160407,Contract Upgrade
13,23.9,300.8,0,0,23.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6749821,Contract Upgrade
24,88.95,2072.75,0,2,29.650000000000002,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0.5723656,Contract Upgrade
37,96.55,3580.3,1,2,32.18333333333333,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.8392005,Contract Upgrade
52,109.1,5647.95,1,5,18.183333333333334,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.6058227,Contract Upgrade
4,55.2,220.65,0,2,18.400000000000002,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6795792,Contract Upgrade
16,19.75,313.4,0,0,19.75,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.61098236,Contract Upgrade
1,19.8,19.8,0,0,19.8,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.53833216,Contract Upgrade
16,69.65,1043.3,1,0,69.65,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6905915,Contract Upgrade
10,85.6,813.85,0,1,42.8,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.9014902,Contract Upgrade
25,89.5,2196.15,1,2,29.833333333333332,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.87543434,Contract Upgrade
7,75.4,533.05,1,0,75.4,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7916472,Contract Upgrade
4,49.35,219.65,0,1,24.675,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6308968,Contract Upgrade
21,103.85,2215.0,0,4,20.77,0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.75909126,Contract Upgrade
14,87.25,1258.6,0,2,29.083333333333332,1,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.7223385,Contract Upgrade
3,74.4,215.8,0,0,74.4,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8770779,Contract Upgrade
13,89.4,1132.35,0,3,22.35,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.8568483,Contract Upgrade
2,70.0,153.05,0,0,70.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293395,Contract Upgrade
4,79.9,324.3,0,1,39.95,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.87134373,Contract Upgrade
1,19.9,19.9,0,0,19.9,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.828563,Contract Upgrade
18,95.95,1745.5,0,3,23.9875,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.70584565,Contract Upgrade
5,90.35,434.5,0,3,22.5875,1,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,0.75370616,Contract Upgrade
1,53.95,53.95,0,2,17.983333333333334,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.51207465,Contract Upgrade
1,55.25,55.25,0,1,27.625,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.88058394,Contract Upgrade
1,71.0,71.0,0,0,71.0,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8785979,Contract Upgrade
4,48.75,179.85,1,0,48.75,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.75884104,Contract Upgrade
43,94.3,3953.15,1,3,23.575,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.5260106,Contract Upgrade
4,74.4,306.6,1,0,74.4,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.90420467,Contract Upgrade
1,95.1,95.1,1,2,31.7,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.9512099,Contract Upgrade
14,95.6,1273.3,1,2,31.866666666666664,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.88035744,Contract Upgrade
36,84.1,3021.6,1,1,42.05,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.87176317,Contract Upgrade
40,81.2,3292.3,0,1,40.6,1,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.5633335,Contract Upgrade
1,20.6,20.6,0,0,20.6,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.6299996,Contract Upgrade
66,99.5,6822.15,1,3,24.875,1,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.70862454,Contract Upgrade
7,69.9,497.3,0,0,69.9,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.7046575,Contract Upgrade
1,29.15,29.15,0,1,14.575,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5134543,Contract Upgrade
45,107.75,4882.8,0,4,21.55,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.6912785,Contract Upgrade
1,85.05,85.05,1,1,42.525,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.98041475,Contract Upgrade
1,44.75,44.75,0,0,44.75,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.56029975,Contract Upgrade
1,74.25,74.25,0,0,74.25,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.95312107,Contract Upgrade
2,75.8,160.75,0,1,37.9,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.90407234,Contract Upgrade
3,105.35,323.25,0,4,21.07,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.8548235,Contract Upgrade
67,94.65,6079.0,1,2,31.55,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.7938199,Contract Upgrade
42,104.75,4323.45,1,4,20.95,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.82955545,Contract Upgrade
9,75.85,724.65,0,0,75.85,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.5578355,Contract Upgrade
53,105.25,5576.3,0,4,21.05,1,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.6594822,Fiber Bundle Discount
19,105.0,2007.25,1,5,17.5,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,0.7538132,Contract Upgrade
9,94.4,857.25,0,2,31.46666666666667,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.8516407,Contract Upgrade
2,94.2,167.5,0,3,23.55,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.8626506,Contract Upgrade
10,33.9,298.45,0,1,16.95,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.6840872,Contract Upgrade
32,84.15,2585.95,0,2,28.05,1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.52972466,Contract Upgrade
3,105.9,334.65,1,4,21.18,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.9270888,Contract Upgrade
16,74.3,1178.25,1,1,37.15,1,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.747597,Contract Upgrade
25,69.75,1729.35,0,0,69.75,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.54928833,Contract Upgrade
3,69.55,222.3,0,0,69.55,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7220603,Contract Upgrade
17,80.85,1400.85,0,1,40.425,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.5629746,Contract Upgrade
21,86.05,1818.9,0,2,28.683333333333334,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.67301995,Contract Upgrade
18,90.7,1597.25,0,2,30.233333333333334,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.54229826,Contract Upgrade
18,95.15,1779.95,0,3,23.7875,1,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.58355975,Contract Upgrade
3,75.0,209.1,0,0,75.0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8627423,Contract Upgrade
1,49.95,49.95,0,0,49.95,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6725901,Contract Upgrade
34,94.25,3217.55,1,3,23.5625,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.70037776,Contract Upgrade
7,101.95,700.85,1,3,25.4875,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.96005917,Contract Upgrade
21,95.4,2025.1,1,2,31.8,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0.7960129,Contract Upgrade
23,93.5,2341.55,0,2,31.166666666666668,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.8351856,Contract Upgrade
7,99.25,665.45,1,3,24.8125,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.9850522,Contract Upgrade
1,35.55,35.55,0,1,17.775,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.9555996,Contract Upgrade
60,99.8,5985.75,0,3,24.95,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.6647835,Contract Upgrade
2,45.35,89.5,0,0,45.35,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.71299434,Contract Upgrade
10,98.9,1064.95,0,4,19.78,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.8735796,Fiber Bundle Discount
7,98.05,713.0,0,3,24.5125,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.9669503,Contract Upgrade
31,81.15,2640.55,0,1,40.575,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.70767105,Contract Upgrade
38,94.75,3653.0,1,2,31.583333333333332,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.71464455,Contract Upgrade
24,84.35,1938.05,0,2,28.116666666666664,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.6079832,Contract Upgrade
4,89.2,346.2,1,2,29.733333333333334,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.9010054,Contract Upgrade
41,113.2,4689.5,1,5,18.866666666666667,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.75999516,Contract Upgrade
69,105.2,7386.05,0,4,21.04,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,0.62487066,Fiber Bundle Discount
1,45.2,45.2,1,0,45.2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.87517065,Contract Upgrade
2,79.0,143.65,0,1,39.5,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.8616026,Contract Upgrade
1,45.8,45.8,0,0,45.8,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.8056275,Contract Upgrade
22,95.1,2162.6,0,2,31.7,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.84998035,Contract Upgrade
13,89.05,1169.35,1,3,22.2625,1,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.76358944,Contract Upgrade
56,104.75,5841.35,1,4,20.95,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0.6017131,Contract Upgrade
1,95.45,95.45,0,2,31.816666666666666,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.97204393,Contract Upgrade
1,74.3,74.3,1,0,74.3,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9271692,Contract Upgrade
23,90.6,1943.2,0,2,30.2,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.744382,Contract Upgrade
7,75.45,480.75,0,0,75.45,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7182914,Contract Upgrade
22,104.6,2180.55,0,5,17.433333333333334,1,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.6327994,Contract Upgrade
18,96.05,1740.7,0,3,24.0125,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.79981387,Contract Upgrade
1,70.45,70.45,1,0,70.45,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.90756786,Contract Upgrade
24,90.35,2238.5,0,2,30.116666666666664,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.78271145,Contract Upgrade
20,80.7,1614.2,1,1,40.35,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.50693107,Contract Upgrade
6,48.95,273.25,0,0,48.95,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.5954499,Contract Upgrade
2,56.55,118.25,1,1,28.275,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.7209236,Contract Upgrade
3,40.15,130.75,0,2,13.383333333333333,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0.8917109,Contract Upgrade
1,69.9,69.9,0,0,69.9,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9465889,Contract Upgrade
46,96.05,4399.5,0,2,32.016666666666666,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.5449321,Contract Upgrade
15,48.8,720.1,0,0,48.8,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.54246306,Contract Upgrade
1,55.4,55.4,0,1,27.7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.86908126,Contract Upgrade
1,77.15,77.15,0,0,77.15,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9751614,Contract Upgrade
3,83.75,247.25,0,2,27.916666666666668,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.62464803,Contract Upgrade
21,84.1,1737.45,0,1,42.05,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.7732949,Contract Upgrade
5,75.55,349.65,1,1,37.775,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.6605473,Contract Upgrade
2,70.65,142.35,1,0,70.65,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7911495,Contract Upgrade
32,80.35,2596.15,0,1,40.175,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.57568455,Contract Upgrade
6,49.5,312.7,0,1,24.75,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.5023132,Contract Upgrade
3,74.95,212.4,0,0,74.95,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9182105,Contract Upgrade
